DocumentName,NormalizedCollocation,OriginalCollocation,Frequency
Voen_Obozren_060524_010713.t,использование элемент зрс,использование элементов ЗРС,00000001
Voen_Obozren_060524_010713.t,испытание баллистический ракета,испытаний баллистических ракет,00000001
Voen_Obozren_060524_010713.t,испытание баллистический ракета р 1,испытание баллистической ракеты Р-1,00000001
Voen_Obozren_060524_010713.t,испытание ввст,испытание ВВСТ,00000001
Voen_Obozren_060524_010713.t,испытание ввст в интерес воздушно космический сила,испытание ВВСТ в интересах Воздушно-космических сил,00000001
Voen_Obozren_060524_010713.t,испытание ввт,испытание ВВТ,00000001
Voen_Obozren_060524_010713.t,испытание вооружение,испытание вооружения,00000001
Voen_Obozren_060524_010713.t,испытание и отработка вооружение и военный техника,испытание и отработка вооружения и военной техники,00000001
Voen_Obozren_060524_010713.t,испытание на межконтинетальный дальность,испытание на межконтинетальных дальностях,00000001
Voen_Obozren_060524_010713.t,испытание на полигон капустин яр,испытание на полигоне Капустин Яр,00000001
Voen_Obozren_060524_010713.t,испытание новый образец вооружение,испытание новых образцов вооружения,00000001
Voen_Obozren_060524_010713.t,испытание новый ракета,испытаний новой ракеты,00000001
Voen_Obozren_060524_010713.t,испытание новый ракета для ракетный комплекс,испытание новой ракеты для ракетного комплекса,00000001
Voen_Obozren_060524_010713.t,испытание новый ракетный комплекс,испытание нового ракетного комплекса,00000001
Voen_Obozren_060524_010713.t,испытание новый система вооружение,испытание новой системы вооружения,00000001
Voen_Obozren_060524_010713.t,испытание образец,испытание образца,00000001
Voen_Obozren_060524_010713.t,испытание образец оружие,испытание образца оружия,00000001
Voen_Obozren_060524_010713.t,испытание перспективный боевой оснащение,испытание перспективного боевого оснащения,00000001
Voen_Obozren_060524_010713.t,испытание перспективный носитель,испытание перспективного носителя,00000001
Voen_Obozren_060524_010713.t,испытание перспективный образец боевой оснащение ракета стратегический назначение,испытание перспективного образца боевого оснащения ракет стратегического назначения,00000001
Voen_Obozren_060524_010713.t,испытание перспективный элемент система воздушно космический оборона,испытание перспективных элементов системы воздушно-космической обороны,00000001
Voen_Obozren_060524_010713.t,испытание по тематика противоракетный оборона,испытание по тематике противоракетной обороны,00000001
Voen_Obozren_060524_010713.t,испытание по тематика рвсн,испытание по тематике РВСН,00000001
Voen_Obozren_060524_010713.t,испытание ракета,испытание ракет,00000001
Voen_Obozren_060524_010713.t,испытание ракетный вооружение,испытание ракетного вооружения,00000001
Voen_Obozren_060524_010713.t,испытание современный образец ввт,испытание современных образцов ВВТ,00000001
Voen_Obozren_060524_010713.t,испытание средство боевой оснащение ракетный комплекс рвсн,испытание средств боевого оснащения ракетных комплексов РВСН,00000001
Voen_Obozren_060524_010713.t,испытание средство система предупреждение о ракетный нападение,испытание средств системы предупреждения о ракетном нападении,00000001
Voen_Obozren_060524_010713.t,испытание унифицированный межвидовой средство автоматизация командный пункт,испытание унифицированных межвидовых средств автоматизации командных пунктов,00000001
Voen_Obozren_060524_010713.t,испытательный база,испытательная база,00000001
Voen_Obozren_060524_010713.t,испытательный база страна,испытательная база страны,00000001
Voen_Obozren_060524_010713.t,испытательный космодром,испытательный космодром,00000001
Voen_Obozren_060524_010713.t,испытательный космодром плесецк,испытательный космодром Плесецк,00000001
Voen_Obozren_060524_010713.t,испытательный полигон,испытательный полигон,00000001
Voen_Obozren_060524_010713.t,испытательный полигон сара шаган,испытательный полигон Сары-Шаган,00000001
Voen_Obozren_060524_010713.t,испытательный работа,испытательных работ,00000001
Voen_Obozren_060524_010713.t,испытательный центр,испытательный центр,00000001
Voen_Obozren_060524_010713.t,испытываемый образец,испытываемого образца,00000001
Voen_Obozren_060524_010713.t,исследование в интерес обеспечение обороноспособность страна,исследование в интересах обеспечения обороноспособности страны,00000001
Voen_Obozren_060524_010713.t,исследовательский ракетный комплекс,исследовательский ракетный комплекс,00000001
Voen_Obozren_060524_010713.t,ключевой технология,ключевая технология,00000001
Voen_Obozren_060524_010713.t,ключевой технология перспективный система воздушно космический оборона,ключевая технология перспективной системы воздушно-космической обороны,00000001
Voen_Obozren_060524_010713.t,колоссальный объём испытательный работа,колоссальный объём испытательных работ,00000001
Voen_Obozren_060524_010713.t,командный пункт,командный пункт,00000001
Voen_Obozren_060524_010713.t,комплекс воздушно космический оборона,комплекс воздушно-космической обороны,00000001
Voen_Obozren_060524_010713.t,комплекс оперативно тактический назначение,комплекс оперативно-тактического назначения,00000001
Voen_Obozren_060524_010713.t,комплекс про последний поколение,комплекс ПРО последнего поколения,00000001
Voen_Obozren_060524_010713.t,комплекс средство защита,комплекс средств защиты,00000001
Voen_Obozren_060524_010713.t,комплекс средство преодоление про,комплекс средств преодоления ПРО,00000001
Voen_Obozren_060524_010713.t,комплекс тактико технический требование к перспективный ракетный вооружение,комплекс тактико-технических требований к перспективному ракетному вооружению,00000001
Voen_Obozren_060524_010713.t,комплекс шахтный базирование,комплекс шахтного базирования,00000001
Voen_Obozren_060524_010713.t,комплексный испытание,Комплексные испытания,00000001
Voen_Obozren_060524_010713.t,комплексный испытание образец оружие,комплексные испытания образцов оружия,00000001
Voen_Obozren_060524_010713.t,конечный участок,конечного участка,00000001
Voen_Obozren_060524_010713.t,конечный участок траектория,конечного участка траектории,00000001
Voen_Obozren_060524_010713.t,контрольно испытательный база научно-испытательный центр вооружение,контрольно-испытательная база научно-испытательного центра вооружения,00000001
Voen_Obozren_060524_010713.t,космический аппарат,космический аппарат,00000001
Voen_Obozren_060524_010713.t,космический гавань,космическая гавань,00000001
Voen_Obozren_060524_010713.t,космический корабль,космический корабль,00000001
Voen_Obozren_060524_010713.t,космический обитаемый объект,космический обитаемый объект,00000001
Voen_Obozren_060524_010713.t,космодром байконур,космодром Байконур,00000001
Voen_Obozren_060524_010713.t,космодром восточный,космодром Восточный,00000001
Voen_Obozren_060524_010713.t,космос полезный нагрузка,космос полезная нагрузка,00000001
Voen_Obozren_060524_010713.t,круг задача по отработка различный образец вооружение,круг задач по отработке различных образцов вооружения,00000001
Voen_Obozren_060524_010713.t,легендарный зрс с 25,легендарная ЗРС С-25,00000001
Voen_Obozren_060524_010713.t,линия связь,линия связи,00000001
Voen_Obozren_060524_010713.t,линия связь для передача большой объём информация,линия связи для передачи больших объёмов информации,00000001
Voen_Obozren_060524_010713.t,лётен испытательный центр,лётно-испытательный центр,00000001
Voen_Obozren_060524_010713.t,лётен конструкторский испытание,лётно-конструкторское испытание,00000001
Voen_Obozren_060524_010713.t,маневрирующий спутник,маневрирующего спутника,00000001
Voen_Obozren_060524_010713.t,межведомственный испытание,межведомственные испытания,00000001
Voen_Obozren_060524_010713.t,межведомственный испытание новый ракета,межведомственное испытание новой ракеты,00000001
Voen_Obozren_060524_010713.t,межведомственный испытание новый ракета для ракетный комплекс,межведомственное испытание новой ракеты для ракетного комплекса,00000001
Voen_Obozren_060524_010713.t,межвидовой полигон министерство оборона российский федерация,межвидовой полигон Министерства обороны Российской Федерации,00000001
Voen_Obozren_060524_010713.t,межвидовой средство автоматизация командный пункт,межвидовое средство автоматизации командного пункта,00000001
Voen_Obozren_060524_010713.t,международный сотрудничество,международного сотрудничества,00000001
Voen_Obozren_060524_010713.t,международный сотрудничество по исследование космический пространство,международное сотрудничество по исследованию космического пространства,00000001
Voen_Obozren_060524_010713.t,методология проведение испытание современный образец ввт,методология проведения испытаний современных образцов ВВТ,00000001
Voen_Obozren_060524_010713.t,министерство оборона российский федерация,Министерство обороны Российской Федерации,00000001
Voen_Obozren_060524_010713.t,мишенный комплекс,мишенный комплекс,00000001
Voen_Obozren_060524_010713.t,многоканальный радиолокационный измерительный система с фазированный антенна решетка,многоканальная радиолокационная измерительная система с фазированной антенной решеткой,00000001
Voen_Obozren_060524_010713.t,многоканальный стрельбовый комплекс,многоканальный стрельбовый комплекс,00000001
Voen_Obozren_060524_010713.t,многоканальный стрельбовый комплекс про последний поколение,многоканальный стрельбовый комплекс ПРО последнего поколения,00000001
Voen_Obozren_060524_010713.t,мобильный измерительный комплекс,мобильный измерительный комплекс,00000001
Voen_Obozren_060524_010713.t,модель космический корабль,модель космического корабля,00000001
Voen_Obozren_060524_010713.t,модернизация пик полигон,модернизация ПИК полигона,00000001
Voen_Obozren_060524_010713.t,модернизация средство полигонный измерительный комплекс,модернизация средств полигонного измерительного комплекса,00000001
Voen_Obozren_060524_010713.t,модернизация экспериментально испытательный база,модернизация экспериментально-испытательной базы,00000001
Voen_Obozren_060524_010713.t,мощный система,мощная система,00000001
Voen_Obozren_060524_010713.t,мощный система залповый огонь,мощная система залпового огня,00000001
Voen_Obozren_060524_010713.t,мощный экспериментально испытательный база,мощная экспериментально-испытательная база,00000001
Voen_Obozren_060524_010713.t,наземный система,наземная система,00000001
Voen_Obozren_060524_010713.t,наземный система полигонный измерительный комплекс,наземная система полигонного измерительного комплекса,00000001
Voen_Obozren_060524_010713.t,направление работа,направление работы,00000001
Voen_Obozren_060524_010713.t,научно испытательный полигон,научно-испытательный полигон,00000001
Voen_Obozren_060524_010713.t,научно испытательный центр вооружение,Научно-испытательный центр вооружения,00000001
Voen_Obozren_060524_010713.t,научно исследовательский испытательный центр,научно-исследовательский испытательный центр,00000001
Voen_Obozren_060524_010713.t,научный исследование в интерес обеспечение обороноспособность страна,научное исследование в интересах обеспечения обороноспособности страны,00000001
Voen_Obozren_060524_010713.t,начальник генеральный штаб,начальник Генерального штаба,00000001
Voen_Obozren_060524_010713.t,начальник генеральный штаб вооружённый сила,начальник Генерального штаба Вооружённых Сил,00000001
Voen_Obozren_060524_010713.t,начальник генеральный штаб вооружённый сила россия,начальник Генерального штаба Вооружённых Сил России,00000001
Voen_Obozren_060524_010713.t,начальный боевой стрельба,начальная боевая стрельба,00000001
Voen_Obozren_060524_010713.t,начальный боевой стрельба по воздушный мишень,начальная боевая стрельба по воздушным мишеням,00000001
Voen_Obozren_060524_010713.t,неман п,Неман-П,00000001
Voen_Obozren_060524_010713.t,непосредственный руководство,непосредственное руководство,00000001
Voen_Obozren_060524_010713.t,новейший образец,новейший образец,00000001
Voen_Obozren_060524_010713.t,новейший образец ввт,новейший образец ВВТ,00000001
Voen_Obozren_060524_010713.t,новый образец вооружение,новые образцы вооружений,00000001
Voen_Obozren_060524_010713.t,новый оптико электронный станция,новая оптико-электронная станция,00000001
Voen_Obozren_060524_010713.t,новый ракета,новая ракета,00000001
Voen_Obozren_060524_010713.t,новый ракетный комплекс,новый ракетный комплекс,00000001
Voen_Obozren_060524_010713.t,новый система вооружение,новая система вооружений,00000001
Voen_Obozren_060524_010713.t,обеспечение измерение,обеспечения измерения,00000001
Voen_Obozren_060524_010713.t,обеспечение обороноспособность,обеспечение обороноспособности,00000001
Voen_Obozren_060524_010713.t,обеспечение обороноспособность страна,обеспечение обороноспособности страны,00000001
Voen_Obozren_060524_010713.t,обитаемый объект,обитаемый объект,00000001
Voen_Obozren_060524_010713.t,оборона российский федерация,оборона Российской Федерации,00000001
Voen_Obozren_060524_010713.t,оборона страна,оборона стран,00000001
Voen_Obozren_060524_010713.t,оборонный заказ,оборонного заказа,00000001
Voen_Obozren_060524_010713.t,обороноспособность страна,обороноспособность страны,00000001
Voen_Obozren_060524_010713.t,образец оружие,образец оружия,00000001
Voen_Obozren_060524_010713.t,образец система пво новый поколение,образец системы ПВО нового поколения,00000001
Voen_Obozren_060524_010713.t,объект испытание,объект испытания,00000001
Voen_Obozren_060524_010713.t,объект экспериментально испытательный база,объект экспериментально-испытательной базы,00000001
Voen_Obozren_060524_010713.t,объект экспериментально испытательный база полигон,объект экспериментально-испытательной базы полигона,00000001
Voen_Obozren_060524_010713.t,опасный зона,опасная зона,00000001
Voen_Obozren_060524_010713.t,оперативно тактический назначение,оперативно-тактического назначения,00000001
Voen_Obozren_060524_010713.t,оптико электронный система,оптико-электронная система,00000001
Voen_Obozren_060524_010713.t,оптико электронный станция,оптико-электронная станция,00000001
Voen_Obozren_060524_010713.t,оптический система,оптическая система,00000001
Voen_Obozren_060524_010713.t,оптический система следящий тип,оптическая система следящего типа,00000001
Voen_Obozren_060524_010713.t,оптический средство,оптическое средство,00000001
Voen_Obozren_060524_010713.t,оптический средство измерение,оптическое средство измерения,00000001
Voen_Obozren_060524_010713.t,оптоволоконный линия,оптоволоконная линия,00000001
Voen_Obozren_060524_010713.t,оптоволоконный линия связь,оптоволоконная линия связи,00000001
Voen_Obozren_060524_010713.t,оптоволоконный линия связь для передача большой объём информация,оптоволоконная линия связи для передачи больших объёмов информации,00000001
Voen_Obozren_060524_010713.t,опытный образец,опытный образец,00000001
Voen_Obozren_060524_010713.t,освоение космический пространство,освоение космического пространства,00000001
Voen_Obozren_060524_010713.t,освоение космос,освоение космоса,00000001
Voen_Obozren_060524_010713.t,основной направление,основного направления,00000001
Voen_Obozren_060524_010713.t,отработка боевой оснащение ракетный комплекс,отработка боевого оснащения ракетных комплексов,00000001
Voen_Obozren_060524_010713.t,отработка ключевой технология перспективный система воздушно космический оборона,отработка ключевых технологий перспективных систем воздушно-космической обороны,00000001
Voen_Obozren_060524_010713.t,отработка образец ракетный вооружение,отработка образца ракетного вооружения,00000001
Voen_Obozren_060524_010713.t,отработка перспективный боевой оснащение для ракетный комплекс рвсн,отработка перспективного боевого оснащения для ракетных комплексов РВСН,00000001
Voen_Obozren_060524_010713.t,отработка перспективный образец боевой оснащение ракета стратегический назначение,отработка перспективного образца боевого оснащения ракет стратегического назначения,00000001
Voen_Obozren_060524_010713.t,отработка перспективный средство боевой оснащение для рк рвсн,отработка перспективного средства боевого оснащения для РК РВСН,00000001
Voen_Obozren_060524_010713.t,отработка перспективный элемент боевой оснащение рсн,отработка перспективных элементов боевого оснащения РСН,00000001
Voen_Obozren_060524_010713.t,отработка система преодоление про,отработка системы преодоления ПРО,00000001
Voen_Obozren_060524_010713.t,отработка характеристика испытываемый новый боевой оснащение,отработка характеристик испытываемого нового боевого оснащения,00000001
Voen_Obozren_060524_010713.t,отсутствие облачность,отсутствие облачности,00000001
Voen_Obozren_060524_010713.t,оэс тик,ОЭС ТИК,00000001
Voen_Obozren_060524_010713.t,параметр объект испытание,параметры объекта испытаний,00000001
Voen_Obozren_060524_010713.t,пво новый поколение,ПВО нового поколения,00000001
Voen_Obozren_060524_010713.t,первый запуск животное в космос,первый запуск животных в космос,00000001
Voen_Obozren_060524_010713.t,первый советский баллистический ракета,первая советская баллистическая ракета,00000001
Voen_Obozren_060524_010713.t,перевооружение зенитный ракетный полк на зрс с 400,перевооружение зенитных ракетных полков на ЗРС С-400,00000001
Voen_Obozren_060524_010713.t,передача большой объём информация,передача больших объёмов информации,00000001
Voen_Obozren_060524_010713.t,передача в войско новый серийный образец система пво,передача в войска новых серийных образцов систем ПВО,00000001
Voen_Obozren_060524_010713.t,перспектива развитие,перспектива развития,00000001
Voen_Obozren_060524_010713.t,перспективный боевой оснащение для ракетный комплекс рвсн,перспективное боевое оснащение для ракетных комплексов РВСН,00000001
Voen_Obozren_060524_010713.t,перспективный ракетный вооружение,перспективное ракетное вооружение,00000001
Voen_Obozren_060524_010713.t,перспективный ракетный комплекс,перспективный ракетный комплекс,00000001
Voen_Obozren_060524_010713.t,перспективный ракетный комплекс шахтный базирование,перспективный ракетный комплекс шахтного базирования,00000001
Voen_Obozren_060524_010713.t,перспективный система,перспективная система,00000001
Voen_Obozren_060524_010713.t,перспективный система воздушно космический оборона,перспективная система воздушно-космической обороны,00000001
Voen_Obozren_060524_010713.t,перспективный средство,перспективные средства,00000001
Voen_Obozren_060524_010713.t,перспективный средство боевой оснащение для рк рвсн,перспективное средство боевого оснащения для РК РВСН,00000001
Voen_Obozren_060524_010713.t,перспективный элемент боевой оснащение рсн,перспективный элемент боевого оснащения РСН,00000001
Voen_Obozren_060524_010713.t,пик полигон,ПИК полигона,00000001
Voen_Obozren_060524_010713.t,план испытание вооружение,план испытания вооружения,00000001
Voen_Obozren_060524_010713.t,площадка для испытание,площадка для испытаний,00000001
Voen_Obozren_060524_010713.t,площадка для размещение мобильный измерительный комплекс,площадка для размещения мобильных измерительных комплексов,00000001
Voen_Obozren_060524_010713.t,по управление,ПО управления,00000001
Voen_Obozren_060524_010713.t,повышенный влажность,повышенной влажности,00000001
Voen_Obozren_060524_010713.t,"подвижный грунтовой ракетный комплекс "" темп ""","подвижный грунтовой ракетный комплекс ""Темп""",00000001
Voen_Obozren_060524_010713.t,подвижный грунтовой ракетный комплекс,подвижный грунтовой ракетный комплекс,00000001
Voen_Obozren_060524_010713.t,подвижный кп,подвижный КП,00000001
Voen_Obozren_060524_010713.t,подготовленный бетонный площадка для размещение мобильный измерительный комплекс,подготовленная бетонная площадка для размещения мобильных измерительных комплексов,00000001
Voen_Obozren_060524_010713.t,подтверждение заданный тактико технический характеристика образец ввт,подтверждение заданных тактико-технических характеристик образцов ВВТ,00000001
Voen_Obozren_060524_010713.t,показательный стрельба,показательная стрельба,00000001
Voen_Obozren_060524_010713.t,показательный стрельба для иностранный заказчик,показательные стрельбы для иностранных заказчиков,00000001
Voen_Obozren_060524_010713.t,полевой лаборатория,полевая лаборатория,00000001
Voen_Obozren_060524_010713.t,полевой лаборатория стратег,полевая лаборатория стратегов,00000001
Voen_Obozren_060524_010713.t,полевой реактивный артиллерия,полевая реактивная артиллерия,00000001
Voen_Obozren_060524_010713.t,полезный нагрузка,полезная нагрузка,00000001
Voen_Obozren_060524_010713.t,полигон для отработка боевой оснащение,полигон для отработки боевого оснащения,00000001
Voen_Obozren_060524_010713.t,полигон для отработка перспективный образец боевой оснащение ракета,полигон для отработки перспективных образцов боевого оснащения ракет,00000001
Voen_Obozren_060524_010713.t,полигон министерство оборона российский федерация,полигон Министерства обороны Российской Федерации,00000001
Voen_Obozren_060524_010713.t,полигон начальный боевой стрельба по воздушный мишень,полигон начальных боевых стрельб по воздушным мишеням,00000001
Voen_Obozren_060524_010713.t,полигон плесецк,полигон Плесецк,00000001
Voen_Obozren_060524_010713.t,полигонный оборудование,полигонное оборудование,00000001
Voen_Obozren_060524_010713.t,получение измерительный информация при использование специальный маркер,получение измерительной информации при использовании специальных маркеров,00000001
Voen_Obozren_060524_010713.t,порядок работа,порядок работы,00000001
Voen_Obozren_060524_010713.t,порядок работа полигон,порядок работы полигона,00000001
Voen_Obozren_060524_010713.t,постановление правительство,постановление Правительства,00000001
Voen_Obozren_060524_010713.t,предупреждение о ракетный нападение,предупреждение о ракетном нападении,00000001
Voen_Obozren_060524_010713.t,предыдущий год,предыдущего года,00000001
Voen_Obozren_060524_010713.t,про последний поколение,ПРО последнего поколения,00000001
Voen_Obozren_060524_010713.t,проведение испытание ракета,проведения испытаний ракет,00000001
Voen_Obozren_060524_010713.t,проведение испытание система,проведения испытаний систем,00000001
Voen_Obozren_060524_010713.t,проведение испытание современный образец ввт,проведение испытаний современных образцов ВВТ,00000001
Voen_Obozren_060524_010713.t,проведение лётен конструкторский испытание,проведение лётно-конструкторского испытания,00000001
Voen_Obozren_060524_010713.t,проведение пуск,проведение пуска,00000001
Voen_Obozren_060524_010713.t,проводить испытание,проводить испытания,00000001
Voen_Obozren_060524_010713.t,программа освоение космос,программа освоения космоса,00000001
Voen_Obozren_060524_010713.t,программный обеспечение,программное обеспечение,00000001
Voen_Obozren_060524_010713.t,программный среда,программная среда,00000001
Voen_Obozren_060524_010713.t,проектный решение,проектное решение,00000001
Voen_Obozren_060524_010713.t,пропускной способность,пропускная способность,00000001
Voen_Obozren_060524_010713.t,противоракетный оборона,противоракетная оборона,00000001
Voen_Obozren_060524_010713.t,противосамолетный оборона,противосамолетная оборона,00000001
Voen_Obozren_060524_010713.t,проходящий испытание,проходящее испытание,00000001
Voen_Obozren_060524_010713.t,пункт боевой управление,пункт боевого управления,00000001
Voen_Obozren_060524_010713.t,пуск баллистический ракета,пуск баллистической ракеты,00000001
Voen_Obozren_060524_010713.t,пусковой услуга,Пусковые услуги,00000001
Voen_Obozren_060524_010713.t,пусковой установка,пусковая установка,00000001
Voen_Obozren_060524_010713.t,р 1,Р-1,00000001
Voen_Obozren_060524_010713.t,р 12,Р-12,00000001
Voen_Obozren_060524_010713.t,р 13,Р-13,00000001
Voen_Obozren_060524_010713.t,р 14,Р-14,00000001
Voen_Obozren_060524_010713.t,р 5,Р-5,00000001
Voen_Obozren_060524_010713.t,работа по модернизация,работы по модернизации,00000001
Voen_Obozren_060524_010713.t,работа по создание перспективный ракетный комплекс шахтный базирование,работа по созданию перспективного ракетного комплекса шахтного базирования,00000001
Voen_Obozren_060524_010713.t,работа полигон,работа полигона,00000001
Voen_Obozren_060524_010713.t,рабочий завод,рабочие завода,00000001
Voen_Obozren_060524_010713.t,радиолокационный измерительный система с фазированный антенна решетка,радиолокационная измерительная система с фазированной антенной решеткой,00000001
Voen_Obozren_060524_010713.t,радиолокационный система,радиолокационная система,00000001
Voen_Obozren_060524_010713.t,радиолокационный система управление,радиолокационной системы управления,00000001
Voen_Obozren_060524_010713.t,радиолокационный система управление авиация,радиолокационная система управления авиацией,00000001
Voen_Obozren_060524_010713.t,развитие государственный центральный межвидовой полигон министерство оборона,развитие Государственного центрального межвидового полигона Министерства обороны,00000001
Voen_Obozren_060524_010713.t,развитие отечественный ракетостроение,развитие отечественного ракетостроения,00000001
Voen_Obozren_060524_010713.t,развитие ракетный вооружение россия,развитие ракетного вооружения России,00000001
Voen_Obozren_060524_010713.t,разработка многоканальный радиолокационный измерительный система с фазированный антенна,разработка многоканальной радиолокационной измерительной системы с фазированной антенной,00000001
Voen_Obozren_060524_010713.t,разработка новейший образец ввт,разработка новейших образцов ВВТ,00000001
Voen_Obozren_060524_010713.t,ракета мишень,ракеты-мишени,00000001
Voen_Obozren_060524_010713.t,ракета носитель,ракет-носитель,00000001
Voen_Obozren_060524_010713.t,ракета носитель для ракетный комплекс,ракета-носитель для ракетного комплекса,00000001
Voen_Obozren_060524_010713.t,ракета р 1,ракета Р-1,00000001
Voen_Obozren_060524_010713.t,ракетно космический комплекс,ракетно-космический комплекс,00000001
Voen_Obozren_060524_010713.t,ракетный вооружение россия,ракетное вооружение России,00000001
Voen_Obozren_060524_010713.t,ракетный комплекс оперативно тактический назначение,ракетный комплекс оперативно-тактического назначения,00000001
Voen_Obozren_060524_010713.t,ракетный комплекс шахтный базирование,ракетный комплекс шахтного базирования,00000001
Voen_Obozren_060524_010713.t,ракетный нападение,ракетное нападение,00000001
Voen_Obozren_060524_010713.t,ракетный полигон,ракетный полигон,00000001
Voen_Obozren_060524_010713.t,ракетный полигон капустин яр,ракетный полигон Капустин Яр,00000001
Voen_Obozren_060524_010713.t,ракетный полк,ракетный полк,00000001
Voen_Obozren_060524_010713.t,реактивный артиллерия,реактивная артиллерия,00000001
Voen_Obozren_060524_010713.t,реактивный техника,реактивная техника,00000001
Voen_Obozren_060524_010713.t,реконструкция здание,реконструкция здания,00000001
Voen_Obozren_060524_010713.t,ресурс станция фрс 2,ресурс станции ФРС-2,00000001
Voen_Obozren_060524_010713.t,рк рвсн,РК РВСН,00000001
Voen_Obozren_060524_010713.t,род войско вооруженный сила,род войск Вооруженных Сил,00000001
Voen_Obozren_060524_010713.t,родина космонавтика,родина космонавтики,00000001
Voen_Obozren_060524_010713.t,роль полигон в испытание новый система вооружение,роль полигона в испытании новых систем вооружения,00000001
Voen_Obozren_060524_010713.t,российский армия,российская армия,00000001
Voen_Obozren_060524_010713.t,рсзо с улучшенный тактико технический характеристика,РСЗО с улучшенными тактико-техническими характеристиками,00000001
Voen_Obozren_060524_010713.t,с 125,С-125,00000001
Voen_Obozren_060524_010713.t,с 25,С-25,00000001
Voen_Obozren_060524_010713.t,с 300,С-300,00000001
Voen_Obozren_060524_010713.t,с 400,С-400,00000001
Voen_Obozren_060524_010713.t,с 75,С-75,00000001
Voen_Obozren_060524_010713.t,северный космический гавань,северная космическая гавань,00000001
Voen_Obozren_060524_010713.t,серийный образец ракетный вооружение,серийный образец ракетного вооружения,00000001
Voen_Obozren_060524_010713.t,серийный образец система пво новый поколение,серийный образец системы ПВО нового поколения,00000001
Voen_Obozren_060524_010713.t,серийный производство,серийное производство,00000001
Voen_Obozren_060524_010713.t,сеть стационарный измерительный пункт,сеть стационарных измерительных пунктов,00000001
Voen_Obozren_060524_010713.t,синтез специальный программный обеспечение,синтез специального программного обеспечения,00000001
Voen_Obozren_060524_010713.t,система боевой управление,система боевого управления,00000001
Voen_Obozren_060524_010713.t,система вооружение,система вооружений,00000001
Voen_Obozren_060524_010713.t,система залповый огонь,система залпового огня,00000001
Voen_Obozren_060524_010713.t,система защита,система защиты,00000001
Voen_Obozren_060524_010713.t,система защита от про,система защиты от ПРО,00000001
Voen_Obozren_060524_010713.t,система испытываемый авиационный техника,система испытываемой авиационной техники,00000001
Voen_Obozren_060524_010713.t,система пво,система ПВО,00000001
Voen_Obozren_060524_010713.t,система пво новый поколение,система ПВО нового поколения,00000001
Voen_Obozren_060524_010713.t,система полевой реактивный артиллерия,система полевой реактивной артиллерии,00000001
Voen_Obozren_060524_010713.t,система полигонный измерительный комплекс,система полигонного измерительного комплекса,00000001
